Mercenary_Sniper_Pigskin,1,Mercenary_Sniper_Impid,1,-1
Mercenary_Sniper_XylNixie,25,Mercenary_Slasher_XylNixie,19,-1
Tribal_Berserker_Baseliner,12,Villager_Highmate,23,-1
Tribal_Berserker_Pigskin,1,Scavenger_Genie,1,1
Town_Guard_XylWarcat,21,Mercenary_Sniper_Genie,21,1
Tribal_Penitent_Waster,26,Mercenary_Gunner_XylChyrr,8,1
Tribal_Penitent_Neanderthal,4,Mercenary_Sniper_Hussar,2,1
Mercenary_Gunner_Neanderthal,2,Mercenary_Sniper_XylTitan,1,1
Tribal_Archer_Impid,17,Tribal_Penitent_XylDvergr,23,-1
Mercenary_Slasher_Starjack,3,Town_Guard_Genie,6,-1
Tribal_Berserker_XylTitan,8,Mercenary_Sniper_Starjack,10,-1
Grenadier_Destructive_Waster,2,Villager_XylBossaps,2,1
Town_Guard_XylTitan,10,Tribal_Berserker_XylDvergr,18,-1
Mercenary_Gunner_Genie,29,Villager_XylTitan,27,-1
Scavenger_Dirtmole,5,Scavenger_XylTitan,2,1
Tribal_Berserker_Genie,1,Tribal_Archer_Starjack,1,1
Mercenary_Sniper_Dirtmole,2,Scavenger_Impid,5,-1
Grenadier_Destructive_XylChyrr,7,Grenadier_Destructive_Highmate,13,-1
Villager_Waster,40,Tribal_Berserker_XylWarcat,16,1
Villager_Dirtmole,4,Grenadier_Destructive_Starjack,2,1
Tribal_Archer_Genie,9,Mercenary_Gunner_XylChyrr,3,-1
Mercenary_Sniper_Impid,3,Mercenary_Sniper_Yttakin,2,-1
Scavenger_Waster,3,Grenadier_Destructive_Hussar,1,1
Villager_Dirtmole,19,Scavenger_Genie,18,1
Scavenger_XylBossaps,3,Mercenary_Sniper_Baseliner,2,1
Mercenary_Gunner_Sanguophage,4,Mercenary_Gunner_XylBossaps,6,-1
Tribal_Penitent_XylWarcat,4,Tribal_Berserker_XylDvergr,4,1
Town_Guard_XylWarcat,24,Scavenger_XylWarcat,29,-1
Tribal_Archer_Genie,18,Mercenary_Sniper_Hussar,4,-1
Villager_Baseliner,13,Tribal_Berserker_XylNixie,10,1
Mercenary_Slasher_Yttakin,11,Tribal_Berserker_XylDvergr,29,-1
Town_Guard_Impid,1,Tribal_Archer_Dirtmole,2,-1
Town_Guard_XylBossaps,14,Tribal_Berserker_XylChyrr,13,1
Tribal_Archer_Yttakin,13,Mercenary_Slasher_XylNixie,5,1
Grenadier_Destructive_XylWarcat,6,Grenadier_Destructive_Waster,10,-1
Mercenary_Sniper_XylTrog,1,Mercenary_Gunner_XylTrog,2,-1
Tribal_Archer_Genie,16,Mercenary_Gunner_Impid,7,-1
Scavenger_XylNixie,20,Mercenary_Gunner_Impid,10,-1
Scavenger_XylTitan,4,Town_Guard_Sanguophage,3,1
Villager_XylWarcat,9,Mercenary_Slasher_Genie,5,1
Mercenary_Sniper_Neanderthal,7,Villager_XylWarcat,14,-1
Town_Guard_Pigskin,25,Grenadier_Destructive_Impid,18,1
Tribal_Berserker_Sanguophage,8,Mercenary_Slasher_XylTrog,8,1
Villager_Dirtmole,23,Tribal_Archer_Impid,20,1
Mercenary_Sniper_Hussar,12,Scavenger_Yttakin,29,-1
Tribal_Penitent_Neanderthal,6,Mercenary_Sniper_Yttakin,3,1
Tribal_Penitent_Starjack,13,Mercenary_Slasher_XylDvergr,4,1
Mercenary_Sniper_Starjack,9,Tribal_Berserker_Sanguophage,6,1
Tribal_Penitent_XylBossaps,11,Tribal_Archer_Genie,16,1
Mercenary_Gunner_XylTrog,12,Villager_Genie,26,1
Tribal_Archer_Impid,3,Tribal_Archer_Genie,3,-1
Tribal_Penitent_XylTitan,4,Tribal_Berserker_XylBossaps,2,1
Scavenger_XylWarcat,8,Town_Guard_Pigskin,13,-1
Villager_XylChyrr,13,Grenadier_Destructive_Impid,12,-1
Tribal_Berserker_XylTitan,5,Tribal_Archer_XylNixie,15,-1
Mercenary_Slasher_XylBossaps,11,Town_Guard_XylNixie,38,-1
Mercenary_Slasher_XylTrog,4,Tribal_Penitent_Dirtmole,14,-1
Town_Guard_Starjack,8,Mercenary_Slasher_Yttakin,3,1
Tribal_Berserker_Genie,18,Town_Guard_XylTrog,16,-1
Tribal_Penitent_XylBossaps,24,Mercenary_Slasher_XylDvergr,11,1
Grenadier_Destructive_Highmate,2,Tribal_Archer_XylDvergr,3,-1
Tribal_Berserker_Neanderthal,2,Tribal_Archer_XylBossaps,3,1
Mercenary_Slasher_Hussar,2,Mercenary_Gunner_XylDvergr,4,-1
Scavenger_XylDvergr,37,Mercenary_Sniper_XylDvergr,17,1
Tribal_Berserker_Impid,7,Mercenary_Slasher_Sanguophage,2,1
Scavenger_Sanguophage,7,Town_Guard_XylNixie,16,-1
Tribal_Archer_Waster,7,Town_Guard_Genie,5,1
Grenadier_Destructive_Genie,6,Mercenary_Slasher_XylTitan,1,1
Mercenary_Sniper_Dirtmole,6,Mercenary_Slasher_Waster,4,1
Mercenary_Gunner_XylChyrr,7,Mercenary_Sniper_Genie,9,1
Scavenger_Impid,2,Grenadier_Destructive_Hussar,1,1
Town_Guard_XylBossaps,6,Scavenger_Waster,12,-1
Scavenger_XylBossaps,18,Tribal_Penitent_XylTitan,19,1
Grenadier_Destructive_XylWarcat,2,Tribal_Berserker_Waster,4,-1
Mercenary_Slasher_Pigskin,2,Mercenary_Sniper_XylBossaps,1,1
Town_Guard_Hussar,3,Tribal_Penitent_XylChyrr,5,1
Mercenary_Slasher_XylWarcat,3,Scavenger_Waster,17,-1
Grenadier_Destructive_XylWarcat,2,Tribal_Archer_XylWarcat,3,-1
Mercenary_Sniper_Baseliner,1,Scavenger_XylTitan,2,1
Tribal_Penitent_Hussar,13,Mercenary_Slasher_XylNixie,5,1
Villager_XylChyrr,11,Grenadier_Destructive_Waster,11,-1
Mercenary_Sniper_Genie,2,Tribal_Berserker_Hussar,2,-1
Tribal_Penitent_Starjack,11,Mercenary_Slasher_Starjack,3,1
Grenadier_Destructive_Impid,23,Mercenary_Slasher_Sanguophage,5,1
Town_Guard_Baseliner,10,Grenadier_Destructive_Starjack,9,1
Scavenger_XylDvergr,29,Villager_Impid,27,1
Mercenary_Sniper_Hussar,24,Mercenary_Slasher_Impid,24,1
Mercenary_Slasher_XylTitan,4,Grenadier_Destructive_Highmate,18,-1
Tribal_Penitent_XylChyrr,14,Scavenger_Genie,18,-1
Town_Guard_XylTrog,3,Mercenary_Sniper_XylDvergr,2,-1
Villager_Starjack,27,Scavenger_Impid,20,1
Scavenger_XylChyrr,5,Town_Guard_Waster,7,-1
Mercenary_Slasher_XylDvergr,2,Grenadier_Destructive_Hussar,2,-1
Mercenary_Sniper_Sanguophage,2,Tribal_Berserker_XylTrog,4,-1
Grenadier_Destructive_Yttakin,17,Town_Guard_Impid,21,-1
Villager_Hussar,14,Tribal_Penitent_Genie,22,1
Tribal_Berserker_Baseliner,1,Town_Guard_Neanderthal,1,1
Villager_Highmate,10,Tribal_Berserker_Genie,6,1
Mercenary_Slasher_XylDvergr,11,Tribal_Berserker_Impid,20,-1
Tribal_Berserker_XylTitan,7,Villager_XylBossaps,14,-1
Town_Guard_Hussar,10,Mercenary_Sniper_Pigskin,7,1
Villager_Sanguophage,15,Mercenary_Slasher_Genie,12,1
Scavenger_XylNixie,26,Mercenary_Slasher_Waster,10,1
Tribal_Berserker_XylTrog,3,Scavenger_Impid,3,1
Tribal_Penitent_XylChyrr,10,Scavenger_Highmate,15,-1
Mercenary_Sniper_Baseliner,5,Tribal_Penitent_XylTrog,11,-1
Mercenary_Gunner_Dirtmole,5,Grenadier_Destructive_XylDvergr,5,-1
Town_Guard_Starjack,16,Tribal_Penitent_Neanderthal,15,-1
Town_Guard_Baseliner,9,Villager_Dirtmole,12,-1
Villager_Sanguophage,1,Tribal_Berserker_Sanguophage,1,1
Tribal_Penitent_XylNixie,13,Tribal_Berserker_XylDvergr,8,-1
Grenadier_Destructive_XylWarcat,16,Mercenary_Gunner_XylWarcat,13,-1
Mercenary_Gunner_Impid,7,Villager_XylTitan,8,-1
Scavenger_Neanderthal,15,Tribal_Berserker_Waster,19,-1
Town_Guard_Dirtmole,4,Tribal_Penitent_XylChyrr,5,1
Grenadier_Destructive_XylNixie,20,Town_Guard_XylBossaps,15,-1
Tribal_Berserker_Genie,16,Town_Guard_XylTrog,15,-1
Mercenary_Sniper_Impid,3,Grenadier_Destructive_Baseliner,4,-1
Mercenary_Slasher_Dirtmole,10,Tribal_Berserker_Sanguophage,8,-1
Grenadier_Destructive_Dirtmole,22,Grenadier_Destructive_Sanguophage,10,1
Scavenger_Baseliner,2,Town_Guard_XylDvergr,2,-1
Tribal_Archer_Genie,9,Tribal_Penitent_Waster,9,-1
Tribal_Penitent_XylTrog,16,Town_Guard_Genie,13,1
Town_Guard_Waster,3,Grenadier_Destructive_Impid,2,1
Mercenary_Slasher_Starjack,5,Scavenger_XylWarcat,8,-1
Tribal_Penitent_Hussar,3,Tribal_Penitent_Pigskin,3,-1
Grenadier_Destructive_Dirtmole,15,Tribal_Berserker_XylTitan,8,1
Villager_XylTrog,32,Mercenary_Slasher_Sanguophage,5,1
Villager_Impid,2,Scavenger_XylDvergr,1,1
Grenadier_Destructive_Highmate,5,Mercenary_Gunner_Genie,3,1
Mercenary_Gunner_Waster,10,Scavenger_Sanguophage,6,1
Villager_Starjack,17,Tribal_Penitent_XylWarcat,12,-1
Villager_Dirtmole,18,Tribal_Penitent_Starjack,20,1
Mercenary_Gunner_XylWarcat,7,Mercenary_Slasher_Sanguophage,4,1
Villager_Hussar,7,Scavenger_Waster,9,1
Grenadier_Destructive_Sanguophage,12,Mercenary_Sniper_XylWarcat,10,1
Tribal_Archer_Impid,29,Mercenary_Slasher_Sanguophage,5,1
Tribal_Berserker_XylChyrr,1,Tribal_Berserker_XylBossaps,1,-1
Villager_Pigskin,1,Town_Guard_Genie,2,-1
Mercenary_Gunner_Genie,19,Scavenger_XylWarcat,18,-1
Villager_XylBossaps,18,Tribal_Penitent_XylWarcat,19,-1
Tribal_Penitent_XylTitan,15,Grenadier_Destructive_Highmate,22,1
Tribal_Berserker_Hussar,11,Tribal_Penitent_XylNixie,26,1
Tribal_Archer_Genie,21,Villager_XylTrog,17,-1
Grenadier_Destructive_Sanguophage,5,Town_Guard_Yttakin,12,-1
Scavenger_Impid,10,Villager_Genie,14,1
Tribal_Penitent_XylBossaps,2,Tribal_Penitent_Waster,4,1
Mercenary_Sniper_Dirtmole,18,Mercenary_Gunner_XylChyrr,15,-1
Scavenger_Sanguophage,10,Tribal_Berserker_XylTrog,16,-1
Scavenger_Highmate,13,Scavenger_Sanguophage,4,1
Tribal_Berserker_XylWarcat,11,Mercenary_Slasher_XylTitan,4,1
Mercenary_Slasher_XylNixie,10,Tribal_Berserker_XylNixie,23,-1
Grenadier_Destructive_Yttakin,1,Grenadier_Destructive_XylNixie,1,0
Town_Guard_XylDvergr,9,Grenadier_Destructive_Pigskin,7,-1
Tribal_Berserker_XylDvergr,7,Scavenger_XylDvergr,10,-1
Scavenger_Starjack,1,Tribal_Berserker_Waster,1,-1
Tribal_Penitent_Neanderthal,22,Mercenary_Slasher_Highmate,14,1
Mercenary_Sniper_Waster,16,Mercenary_Gunner_XylNixie,22,-1
Tribal_Penitent_XylWarcat,26,Mercenary_Slasher_Waster,13,1
Scavenger_Highmate,2,Villager_Waster,2,-1
Mercenary_Gunner_XylDvergr,4,Tribal_Penitent_Yttakin,5,-1
Tribal_Berserker_Genie,3,Town_Guard_Neanderthal,3,-1
Tribal_Berserker_Genie,3,Villager_Baseliner,4,-1
Mercenary_Slasher_Neanderthal,3,Villager_Starjack,16,-1
Tribal_Berserker_Pigskin,10,Grenadier_Destructive_XylTitan,4,1
Mercenary_Sniper_Neanderthal,4,Villager_XylTrog,12,-1
Grenadier_Destructive_XylDvergr,13,Mercenary_Sniper_Impid,8,1
Tribal_Berserker_XylDvergr,6,Mercenary_Gunner_XylBossaps,4,-1
Tribal_Penitent_Neanderthal,1,Tribal_Penitent_Genie,2,-1
Mercenary_Slasher_Sanguophage,1,Mercenary_Slasher_Waster,4,-1
Tribal_Penitent_XylNixie,25,Tribal_Berserker_XylTrog,13,-1
Town_Guard_Dirtmole,19,Grenadier_Destructive_XylDvergr,15,1
Town_Guard_Starjack,7,Grenadier_Destructive_Impid,5,1
Mercenary_Gunner_Waster,8,Tribal_Archer_Hussar,10,-1
Tribal_Berserker_Pigskin,15,Scavenger_XylTrog,17,-1
Mercenary_Slasher_Waster,2,Mercenary_Gunner_Dirtmole,2,-1
Grenadier_Destructive_XylChyrr,5,Villager_Yttakin,11,-1
Villager_Highmate,24,Mercenary_Sniper_XylTrog,6,1
Grenadier_Destructive_XylDvergr,9,Scavenger_Neanderthal,9,-1
Villager_Highmate,6,Mercenary_Sniper_Baseliner,2,1
Mercenary_Slasher_XylNixie,5,Town_Guard_Neanderthal,8,-1
Villager_XylTrog,24,Mercenary_Slasher_Starjack,9,1
Tribal_Penitent_Hussar,17,Tribal_Archer_XylBossaps,15,1
Mercenary_Gunner_Pigskin,17,Mercenary_Sniper_Hussar,10,1
Mercenary_Sniper_XylTrog,8,Mercenary_Sniper_Genie,9,1
Mercenary_Slasher_XylTitan,15,Mercenary_Sniper_Neanderthal,23,-1
Tribal_Berserker_Yttakin,4,Mercenary_Gunner_Starjack,4,1
Mercenary_Sniper_Yttakin,2,Town_Guard_Neanderthal,2,-1
Grenadier_Destructive_XylDvergr,19,Scavenger_XylChyrr,17,1
Mercenary_Slasher_XylNixie,1,Town_Guard_XylWarcat,2,-1
Grenadier_Destructive_XylWarcat,16,Mercenary_Gunner_XylBossaps,16,-1
Scavenger_Sanguophage,14,Mercenary_Sniper_XylTrog,13,-1
Tribal_Penitent_XylDvergr,2,Grenadier_Destructive_Dirtmole,1,1
Tribal_Penitent_XylTrog,21,Tribal_Archer_Yttakin,17,1
Grenadier_Destructive_Impid,8,Town_Guard_Highmate,15,-1
Scavenger_Genie,1,Grenadier_Destructive_Pigskin,1,-1
Scavenger_XylDvergr,16,Scavenger_Dirtmole,16,-1
Villager_Pigskin,7,Tribal_Penitent_XylDvergr,7,-1
Mercenary_Gunner_Sanguophage,8,Villager_Hussar,27,-1
Mercenary_Slasher_Highmate,13,Mercenary_Sniper_Dirtmole,13,-1
Tribal_Archer_Pigskin,19,Tribal_Berserker_XylBossaps,8,-1
Town_Guard_XylTrog,8,Mercenary_Sniper_XylTrog,4,1
Town_Guard_Pigskin,7,Tribal_Penitent_XylDvergr,11,1
Mercenary_Gunner_Starjack,4,Villager_Genie,8,-1
Tribal_Archer_Dirtmole,18,Mercenary_Sniper_XylDvergr,8,-1
Tribal_Penitent_XylDvergr,3,Mercenary_Sniper_Baseliner,1,1
Scavenger_Impid,6,Tribal_Archer_Genie,8,1
Mercenary_Gunner_Dirtmole,6,Tribal_Archer_XylDvergr,10,1
Tribal_Berserker_XylTitan,10,Scavenger_XylBossaps,17,-1
Villager_XylDvergr,21,Tribal_Penitent_XylWarcat,14,-1
Tribal_Berserker_Pigskin,16,Grenadier_Destructive_Baseliner,14,1
Grenadier_Destructive_Hussar,14,Tribal_Archer_Hussar,24,-1
Grenadier_Destructive_XylChyrr,18,Tribal_Berserker_XylBossaps,19,-1
Scavenger_Impid,4,Tribal_Archer_Yttakin,4,-1
Tribal_Berserker_XylWarcat,5,Mercenary_Sniper_Dirtmole,6,1
Grenadier_Destructive_Impid,15,Mercenary_Slasher_Baseliner,9,-1
Mercenary_Gunner_XylDvergr,8,Town_Guard_Genie,10,1
Town_Guard_Baseliner,20,Town_Guard_Sanguophage,7,1
Mercenary_Slasher_Starjack,5,Tribal_Berserker_Sanguophage,5,-1
Mercenary_Slasher_XylChyrr,7,Mercenary_Gunner_Sanguophage,7,-1
Scavenger_XylNixie,22,Mercenary_Gunner_Dirtmole,12,1
Grenadier_Destructive_Neanderthal,17,Mercenary_Slasher_XylTitan,7,1
Tribal_Penitent_XylDvergr,28,Grenadier_Destructive_Sanguophage,7,1
Tribal_Berserker_Genie,1,Tribal_Berserker_Starjack,1,-1
Mercenary_Sniper_Genie,7,Scavenger_Dirtmole,16,-1
Tribal_Penitent_XylTrog,3,Mercenary_Gunner_XylDvergr,2,1
Tribal_Archer_XylChyrr,3,Villager_Yttakin,4,-1
Scavenger_Dirtmole,5,Tribal_Berserker_Pigskin,3,1
Tribal_Berserker_Sanguophage,2,Mercenary_Sniper_XylDvergr,2,1
Grenadier_Destructive_XylChyrr,10,Tribal_Berserker_XylWarcat,9,-1
Tribal_Penitent_XylBossaps,7,Tribal_Penitent_Impid,10,1
Mercenary_Sniper_XylChyrr,1,Scavenger_Dirtmole,1,1
Grenadier_Destructive_Baseliner,4,Tribal_Archer_Hussar,5,1
Tribal_Berserker_XylChyrr,15,Grenadier_Destructive_XylNixie,22,-1
Tribal_Berserker_Neanderthal,3,Town_Guard_Yttakin,5,1
Scavenger_Yttakin,6,Villager_Pigskin,10,-1
Scavenger_Impid,6,Grenadier_Destructive_Impid,4,1
Mercenary_Slasher_Neanderthal,1,Tribal_Archer_XylChyrr,3,1
Tribal_Archer_XylBossaps,1,Tribal_Penitent_Starjack,2,1
Mercenary_Gunner_Waster,6,Grenadier_Destructive_Dirtmole,8,1
Mercenary_Gunner_Yttakin,2,Mercenary_Sniper_Hussar,2,-1
Mercenary_Sniper_Hussar,5,Mercenary_Slasher_Pigskin,6,-1
Mercenary_Sniper_Sanguophage,1,Tribal_Penitent_XylTrog,6,-1
Scavenger_Genie,4,Villager_XylChyrr,3,-1
Mercenary_Gunner_Starjack,6,Tribal_Penitent_Highmate,17,-1
Scavenger_Dirtmole,6,Villager_Genie,6,1
Tribal_Penitent_XylDvergr,15,Mercenary_Sniper_Starjack,6,1
Villager_Neanderthal,13,Mercenary_Sniper_Waster,9,1
Tribal_Berserker_Waster,1,Villager_Genie,2,1
Town_Guard_XylChyrr,1,Tribal_Penitent_Starjack,3,-1
Town_Guard_Yttakin,22,Town_Guard_XylBossaps,17,1
Scavenger_XylTrog,20,Villager_XylTitan,13,1
Villager_Starjack,1,Scavenger_Hussar,2,-1
Tribal_Berserker_Dirtmole,1,Tribal_Penitent_XylNixie,2,-1
Mercenary_Gunner_Waster,10,Town_Guard_XylBossaps,9,1
Mercenary_Sniper_Neanderthal,5,Tribal_Berserker_Sanguophage,6,-1
Mercenary_Gunner_XylChyrr,5,Villager_Highmate,16,-1
Tribal_Penitent_Genie,3,Tribal_Archer_XylChyrr,2,1
Tribal_Berserker_Genie,3,Villager_Yttakin,3,-1
Tribal_Penitent_Waster,10,Tribal_Archer_Pigskin,9,-1
Mercenary_Gunner_Pigskin,1,Tribal_Archer_Genie,1,1
Tribal_Archer_XylDvergr,10,Mercenary_Slasher_XylBossaps,2,1
Tribal_Archer_XylChyrr,1,Mercenary_Sniper_Dirtmole,2,-1
Scavenger_Dirtmole,3,Mercenary_Gunner_XylDvergr,1,-1
Scavenger_Yttakin,5,Mercenary_Slasher_Starjack,1,1
Mercenary_Slasher_Waster,11,Grenadier_Destructive_Yttakin,17,-1
Tribal_Berserker_Hussar,6,Town_Guard_Sanguophage,3,1
Grenadier_Destructive_Genie,1,Tribal_Archer_Sanguophage,1,-1
Grenadier_Destructive_Sanguophage,1,Mercenary_Sniper_Waster,2,1
Mercenary_Sniper_XylTrog,7,Tribal_Archer_Waster,17,1
Grenadier_Destructive_XylTitan,12,Mercenary_Gunner_Hussar,13,-1
Grenadier_Destructive_XylWarcat,1,Villager_Impid,2,-1
Tribal_Penitent_Highmate,14,Mercenary_Sniper_XylBossaps,3,1
Mercenary_Gunner_Starjack,1,Scavenger_Impid,2,-1
Mercenary_Gunner_Impid,13,Town_Guard_Impid,18,1
Mercenary_Sniper_Yttakin,2,Tribal_Penitent_Neanderthal,4,-1
Scavenger_Dirtmole,1,Grenadier_Destructive_XylBossaps,1,-1
Mercenary_Slasher_Pigskin,15,Mercenary_Gunner_XylBossaps,15,-1
Tribal_Penitent_Neanderthal,2,Town_Guard_Pigskin,2,1
Tribal_Penitent_XylNixie,1,Villager_Hussar,1,-1
Mercenary_Gunner_Impid,12,Town_Guard_Baseliner,19,1
Villager_XylDvergr,2,Mercenary_Sniper_XylTitan,1,-1
Tribal_Archer_XylDvergr,17,Mercenary_Sniper_XylChyrr,5,1
Town_Guard_XylNixie,3,Town_Guard_Starjack,4,-1
Tribal_Berserker_XylBossaps,5,Villager_Dirtmole,11,-1
Town_Guard_Neanderthal,4,Tribal_Archer_Starjack,9,-1
Villager_Neanderthal,9,Scavenger_XylChyrr,8,1
Town_Guard_XylDvergr,3,Town_Guard_Waster,3,-1
Tribal_Archer_Genie,12,Villager_XylTitan,5,1
Tribal_Berserker_Sanguophage,8,Villager_Hussar,19,-1
Tribal_Penitent_XylBossaps,7,Scavenger_Baseliner,9,1
Mercenary_Gunner_XylBossaps,1,Mercenary_Slasher_Highmate,2,1
Mercenary_Slasher_XylDvergr,1,Tribal_Penitent_XylBossaps,2,-1
Mercenary_Sniper_Pigskin,1,Villager_Waster,3,-1
Villager_XylNixie,2,Tribal_Archer_XylChyrr,1,1
Tribal_Berserker_Genie,4,Villager_XylTrog,5,-1
Scavenger_XylChyrr,1,Tribal_Penitent_Impid,2,-1
Villager_Baseliner,3,Villager_Sanguophage,1,1
Villager_Pigskin,2,Grenadier_Destructive_Highmate,1,1
Tribal_Penitent_XylTrog,14,Mercenary_Gunner_XylTitan,6,1
Tribal_Penitent_Hussar,4,Town_Guard_Impid,3,1
Tribal_Penitent_Baseliner,25,Mercenary_Sniper_XylSuccuboid,9,1
Tribal_Penitent_Yttakin,6,Tribal_Penitent_Yttakin,5,1
Mercenary_Sniper_XylSuccuboid,2,Tribal_Penitent_Pigskin,5,-1
Grenadier_Destructive_Genie,6,Tribal_Archer_XylGaunt,10,-1
Tribal_Archer_XylChyrr,2,Tribal_Archer_Pigskin,1,1
Villager_Highmate,16,Tribal_Penitent_Pigskin,13,-1
Town_Guard_Genie,3,Town_Guard_XylBossaps,4,-1
Tribal_Penitent_Hussar,1,Mercenary_Gunner_Waster,2,-1
Tribal_Penitent_Impid,8,Scavenger_Pigskin,9,-1
Tribal_Archer_Dirtmole,5,Mercenary_Slasher_Highmate,3,1
Tribal_Berserker_Pigskin,11,Town_Guard_Genie,10,1
Grenadier_Destructive_Dirtmole,1,Scavenger_XylWarcat,2,1
Tribal_Berserker_Dirtmole,5,Mercenary_Gunner_XylSuccuboid,4,1
Mercenary_Gunner_Yttakin,6,Tribal_Archer_Impid,11,1
Grenadier_Destructive_Neanderthal,7,Grenadier_Destructive_XylTitan,11,-1
Mercenary_Sniper_Waster,7,Villager_Yttakin,13,-1
Tribal_Penitent_XylBossaps,5,Scavenger_Waster,4,1
Tribal_Penitent_Dirtmole,7,Tribal_Archer_Dirtmole,6,1
Mercenary_Slasher_Dirtmole,1,Grenadier_Destructive_XylTitan,1,-1
Grenadier_Destructive_Genie,18,Mercenary_Slasher_Baseliner,10,-1
Mercenary_Sniper_Pigskin,2,Town_Guard_XylNixie,4,-1
Mercenary_Gunner_Waster,1,Tribal_Penitent_Pigskin,2,-1
Grenadier_Destructive_Dirtmole,4,Tribal_Berserker_XylBossaps,5,-1
Mercenary_Gunner_Baseliner,2,Grenadier_Destructive_XylBossaps,2,1
Mercenary_Sniper_XylSuccuboid,3,Mercenary_Sniper_XylTitan,2,-1
Mercenary_Gunner_XylTrog,5,Mercenary_Gunner_Genie,5,1
Mercenary_Gunner_Yttakin,12,Mercenary_Sniper_XylGaunt,13,-1
Tribal_Berserker_Genie,6,Tribal_Archer_XylTrog,10,-1
Mercenary_Slasher_XylSuccuboid,7,Mercenary_Sniper_XylNixie,8,1
Scavenger_Hussar,17,Tribal_Berserker_XylWarcat,18,-1
Tribal_Penitent_Baseliner,14,Grenadier_Destructive_XylTitan,8,1
Tribal_Berserker_Dirtmole,2,Tribal_Penitent_Pigskin,1,1
Grenadier_Destructive_Sanguophage,1,Scavenger_Genie,2,-1
Tribal_Archer_Waster,2,Town_Guard_Impid,1,-1
Tribal_Berserker_XylSuccuboid,2,Scavenger_Hussar,1,1
Town_Guard_Impid,3,Tribal_Berserker_XylChyrr,4,-1
Scavenger_Hussar,1,Scavenger_Baseliner,3,-1
Tribal_Archer_Baseliner,3,Tribal_Penitent_Genie,3,1
